District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Muzaffarnagar,Dowry Deaths,2018,121,301,-180,-59.8
Muzaffarnagar,Dowry Deaths,2019,1024,121,903,746.3
Muzaffarnagar,Dowry Deaths,2020,936,1024,-88,-8.6
Muzaffarnagar,Dowry Deaths,2021,689,936,-247,-26.4
Muzaffarnagar,Dowry Deaths,2022,582,689,-107,-15.5
Muzaffarnagar,Dowry Deaths,2023,377,582,-205,-35.2
Muzaffarnagar,Fraud,2015,816,69,747,1082.6
Muzaffarnagar,Fraud,2016,580,816,-236,-28.9
Muzaffarnagar,Fraud,2017,264,580,-316,-54.5
Muzaffarnagar,Fraud,2018,390,264,126,47.7
Muzaffarnagar,Fraud,2019,998,390,608,155.9
Muzaffarnagar,Fraud,2020,239,998,-759,-76.1
Muzaffarnagar,Fraud,2021,206,239,-33,-13.8
Muzaffarnagar,Fraud,2022,649,206,443,215.0
Muzaffarnagar,Fraud,2023,1084,649,435,67.0
Muzaffarnagar,IPC Crimes,2018,4749,4515,234,5.2
Muzaffarnagar,IPC Crimes,2019,4432,4749,-317,-6.7
Muzaffarnagar,IPC Crimes,2020,5236,4432,804,18.1
Muzaffarnagar,IPC Crimes,2021,4646,5236,-590,-11.3
Muzaffarnagar,IPC Crimes,2022,4970,4646,324,7.0
Muzaffarnagar,IPC Crimes,2023,5174,4970,204,4.1
Muzaffarnagar,Juvenile IPC,2019,35,0,35,inf
Muzaffarnagar,Juvenile IPC,2020,20,35,-15,-42.9
Muzaffarnagar,Juvenile IPC,2021,34,20,14,70.0
Muzaffarnagar,Juvenile IPC,2022,0,34,-34,-100.0
Muzaffarnagar,Juvenile IPC,2023,116,0,116,inf
Muzaffarnagar,Juvenile SLL,2019,8,0,8,inf
Muzaffarnagar,Juvenile SLL,2020,24,8,16,200.0
Muzaffarnagar,Juvenile SLL,2021,21,24,-3,-12.5
Muzaffarnagar,Juvenile SLL,2022,0,21,-21,-100.0
Muzaffarnagar,Juvenile SLL,2023,4,0,4,inf
Muzaffarnagar,Kidnapping,2015,1130,281,849,302.1
Muzaffarnagar,Kidnapping,2016,604,1130,-526,-46.5
Muzaffarnagar,Kidnapping,2017,554,604,-50,-8.3
Muzaffarnagar,Kidnapping,2018,1061,554,507,91.5
Muzaffarnagar,Kidnapping,2019,726,1061,-335,-31.6
Muzaffarnagar,Kidnapping,2020,238,726,-488,-67.2
Muzaffarnagar,Kidnapping,2021,809,238,571,239.9
Muzaffarnagar,Kidnapping,2022,199,809,-610,-75.4
Muzaffarnagar,Kidnapping,2023,905,199,706,354.8
Muzaffarnagar,Missing Persons,2019,0,0,0,
Muzaffarnagar,Missing Persons,2020,0,0,0,
Muzaffarnagar,Missing Persons,2021,0,0,0,
Muzaffarnagar,Missing Persons,2022,0,0,0,
Muzaffarnagar,Missing Persons,2023,217,0,217,inf
Muzaffarnagar,Murder,2015,1046,850,196,23.1
Muzaffarnagar,Murder,2016,1164,1046,118,11.3
Muzaffarnagar,Murder,2017,195,1164,-969,-83.2
Muzaffarnagar,Murder,2018,1022,195,827,424.1
Muzaffarnagar,Murder,2019,849,1022,-173,-16.9
Muzaffarnagar,Murder,2020,142,849,-707,-83.3
Muzaffarnagar,Murder,2021,679,142,537,378.2
Muzaffarnagar,Murder,2022,606,679,-73,-10.8
Muzaffarnagar,Murder,2023,440,606,-166,-27.4
Muzaffarnagar,Rape,2015,1051,635,416,65.5
Muzaffarnagar,Rape,2016,310,1051,-741,-70.5
Muzaffarnagar,Rape,2017,324,310,14,4.5
Muzaffarnagar,Rape,2018,984,324,660,203.7
Muzaffarnagar,Rape,2019,665,984,-319,-32.4
Muzaffarnagar,Rape,2020,343,665,-322,-48.4
Muzaffarnagar,Rape,2021,553,343,210,61.2
Muzaffarnagar,Rape,2022,1034,553,481,87.0
Muzaffarnagar,Rape,2023,92,1034,-942,-91.1
Muzaffarnagar,Robbery,2015,128,733,-605,-82.5
Muzaffarnagar,Robbery,2016,920,128,792,618.8
Muzaffarnagar,Robbery,2017,1012,920,92,10.0
Muzaffarnagar,Robbery,2018,126,1012,-886,-87.5
Muzaffarnagar,Robbery,2019,302,126,176,139.7
Muzaffarnagar,Robbery,2020,1173,302,871,288.4
Muzaffarnagar,Robbery,2021,1181,1173,8,0.7
Muzaffarnagar,Robbery,2022,306,1181,-875,-74.1
Muzaffarnagar,Robbery,2023,143,306,-163,-53.3
Muzaffarnagar,SLL Crimes,2018,8040,6190,1850,29.9
Muzaffarnagar,SLL Crimes,2019,4937,8040,-3103,-38.6
Muzaffarnagar,SLL Crimes,2020,2901,4937,-2036,-41.2
Muzaffarnagar,SLL Crimes,2021,3110,2901,209,7.2
Muzaffarnagar,SLL Crimes,2022,2525,3110,-585,-18.8
Muzaffarnagar,SLL Crimes,2023,2570,2525,45,1.8
Muzaffarnagar,Theft,2015,1028,278,750,269.8
Muzaffarnagar,Theft,2016,259,1028,-769,-74.8
Muzaffarnagar,Theft,2017,534,259,275,106.2
Muzaffarnagar,Theft,2018,1152,534,618,115.7
Muzaffarnagar,Theft,2019,382,1152,-770,-66.8
Muzaffarnagar,Theft,2020,294,382,-88,-23.0
Muzaffarnagar,Theft,2021,720,294,426,144.9
Muzaffarnagar,Theft,2022,101,720,-619,-86.0
Muzaffarnagar,Theft,2023,856,101,755,747.5
Noida,Assault,2015,731,143,588,411.2
Noida,Assault,2016,86,731,-645,-88.2
Noida,Assault,2017,1013,86,927,1077.9
Noida,Assault,2018,729,1013,-284,-28.0
Noida,Assault,2019,1112,729,383,52.5
Noida,Assault,2020,152,1112,-960,-86.3
Noida,Assault,2021,208,152,56,36.8
Noida,Assault,2022,872,208,664,319.2
Noida,Assault,2023,950,872,78,8.9
Noida,Burglary,2015,125,630,-505,-80.2
Noida,Burglary,2016,151,125,26,20.8
Noida,Burglary,2017,1163,151,1012,670.2
Noida,Burglary,2018,297,1163,-866,-74.5
Noida,Burglary,2019,195,297,-102,-34.3
Noida,Burglary,2020,1086,195,891,456.9
Noida,Burglary,2021,135,1086,-951,-87.6
Noida,Burglary,2022,78,135,-57,-42.2
Noida,Burglary,2023,1142,78,1064,1364.1
Noida,Cybercrime,2015,74,479,-405,-84.6
Noida,Cybercrime,2016,284,74,210,283.8
Noida,Cybercrime,2017,943,284,659,232.0
Noida,Cybercrime,2018,758,943,-185,-19.6
Noida,Cybercrime,2019,293,758,-465,-61.3
Noida,Cybercrime,2020,393,293,100,34.1
Noida,Cybercrime,2021,1139,393,746,189.8
Noida,Cybercrime,2022,427,1139,-712,-62.5
Noida,Cybercrime,2023,397,427,-30,-7.0
Noida,Dowry Deaths,2015,822,423,399,94.3
Noida,Dowry Deaths,2016,130,822,-692,-84.2
Noida,Dowry Deaths,2017,1100,130,970,746.2
Noida,Dowry Deaths,2018,980,1100,-120,-10.9
Noida,Dowry Deaths,2019,104,980,-876,-89.4
Noida,Dowry Deaths,2020,214,104,110,105.8
Noida,Dowry Deaths,2021,974,214,760,355.1
Noida,Dowry Deaths,2022,812,974,-162,-16.6
Noida,Dowry Deaths,2023,230,812,-582,-71.7
Noida,Fraud,2015,71,529,-458,-86.6
Noida,Fraud,2016,575,71,504,709.9
Noida,Fraud,2017,812,575,237,41.2
Noida,Fraud,2018,1096,812,284,35.0
Noida,Fraud,2019,997,1096,-99,-9.0
Noida,Fraud,2020,958,997,-39,-3.9
Noida,Fraud,2021,246,958,-712,-74.3
Noida,Fraud,2022,793,246,547,222.4
Noida,Fraud,2023,1099,793,306,38.6
Noida,Kidnapping,2015,1036,891,145,16.3
Noida,Kidnapping,2016,387,1036,-649,-62.6
Noida,Kidnapping,2017,642,387,255,65.9
Noida,Kidnapping,2018,285,642,-357,-55.6
Noida,Kidnapping,2019,67,285,-218,-76.5
Noida,Kidnapping,2020,1120,67,1053,1571.6
Noida,Kidnapping,2021,1073,1120,-47,-4.2
Noida,Kidnapping,2022,59,1073,-1014,-94.5
Noida,Kidnapping,2023,1011,59,952,1613.6
Noida,Murder,2015,363,512,-149,-29.1
Noida,Murder,2016,183,363,-180,-49.6
Noida,Murder,2017,880,183,697,380.9
Noida,Murder,2018,203,880,-677,-76.9
Noida,Murder,2019,775,203,572,281.8
Noida,Murder,2020,320,775,-455,-58.7
Noida,Murder,2021,54,320,-266,-83.1
Noida,Murder,2022,1166,54,1112,2059.3
Noida,Murder,2023,1083,1166,-83,-7.1
Noida,Rape,2015,494,60,434,723.3
Noida,Rape,2016,499,494,5,1.0
Noida,Rape,2017,916,499,417,83.6
Noida,Rape,2018,254,916,-662,-72.3
Noida,Rape,2019,62,254,-192,-75.6
Noida,Rape,2020,1183,62,1121,1808.1
Noida,Rape,2021,807,1183,-376,-31.8
Noida,Rape,2022,34,807,-773,-95.8
Noida,Rape,2023,1092,34,1058,3111.8
Noida,Robbery,2015,1000,377,623,165.3
Noida,Robbery,2016,594,1000,-406,-40.6
Noida,Robbery,2017,746,594,152,25.6
Noida,Robbery,2018,496,746,-250,-33.5
Noida,Robbery,2019,1057,496,561,113.1
Noida,Robbery,2020,1064,1057,7,0.7
Noida,Robbery,2021,979,1064,-85,-8.0
Noida,Robbery,2022,557,979,-422,-43.1
Noida,Robbery,2023,538,557,-19,-3.4
Noida,Theft,2015,259,496,-237,-47.8
Noida,Theft,2016,491,259,232,89.6
Noida,Theft,2017,1101,491,610,124.2
Noida,Theft,2018,205,1101,-896,-81.4
Noida,Theft,2019,1073,205,868,423.4
Noida,Theft,2020,377,1073,-696,-64.9
Noida,Theft,2021,1008,377,631,167.4
Noida,Theft,2022,1063,1008,55,5.5
Noida,Theft,2023,792,1063,-271,-25.5
Pilibhit,Crimes Against Children,2018,102,202,-100,-49.5
Pilibhit,Crimes Against Children,2019,204,102,102,100.0
Pilibhit,Crimes Against Children,2020,257,204,53,26.0
Pilibhit,Crimes Against Children,2021,331,257,74,28.8
Pilibhit,Crimes Against Children,2022,356,331,25,7.6
Pilibhit,Crimes Against Children,2023,406,356,50,14.0
Pilibhit,Crimes Against SCs,2018,173,118,55,46.6
Pilibhit,Crimes Against SCs,2019,141,173,-32,-18.5
Pilibhit,Crimes Against SCs,2020,131,141,-10,-7.1
Pilibhit,Crimes Against SCs,2021,133,131,2,1.5
Pilibhit,Crimes Against SCs,2022,150,133,17,12.8
Pilibhit,Crimes Against SCs,2023,150,150,0,0.0
Pilibhit,Crimes Against STs,2016,0,3,-3,-100.0
Pilibhit,Crimes Against STs,2018,0,0,0,
Pilibhit,Crimes Against STs,2019,0,0,0,
Pilibhit,Crimes Against STs,2020,0,0,0,
Pilibhit,Crimes Against STs,2021,0,0,0,
Pilibhit,Crimes Against STs,2022,0,0,0,
Pilibhit,Crimes Against STs,2023,0,0,0,
Pilibhit,Crimes Against Women,2018,845,727,118,16.2
Pilibhit,Crimes Against Women,2019,837,845,-8,-0.9
Pilibhit,Crimes Against Women,2020,679,837,-158,-18.9
Pilibhit,Crimes Against Women,2021,827,679,148,21.8
Pilibhit,Crimes Against Women,2022,1278,827,451,54.5
Pilibhit,Crimes Against Women,2023,1233,1278,-45,-3.5
Pilibhit,Cyber Crimes,2019,36,43,-7,-16.3
Pilibhit,Cyber Crimes,2020,30,36,-6,-16.7
Pilibhit,Cyber Crimes,2021,40,30,10,33.3
Pilibhit,Cyber Crimes,2022,93,40,53,132.5
Pilibhit,Cyber Crimes,2023,39,93,-54,-58.1
Pilibhit,IPC Crimes,2018,3277,2563,714,27.9
Pilibhit,IPC Crimes,2019,3035,3277,-242,-7.4
Pilibhit,IPC Crimes,2020,3084,3035,49,1.6
Pilibhit,IPC Crimes,2021,3403,3084,319,10.3
Pilibhit,IPC Crimes,2022,4277,3403,874,25.7
Pilibhit,IPC Crimes,2023,3819,4277,-458,-10.7
Pilibhit,Juvenile IPC,2019,0,0,0,
Pilibhit,Juvenile IPC,2020,0,0,0,
Pilibhit,Juvenile IPC,2021,0,0,0,
Pilibhit,Juvenile IPC,2022,0,0,0,
Pilibhit,Juvenile IPC,2023,0,0,0,
Pilibhit,Juvenile SLL,2019,0,0,0,
Pilibhit,Juvenile SLL,2020,0,0,0,
Pilibhit,Juvenile SLL,2021,0,0,0,
Pilibhit,Juvenile SLL,2022,0,0,0,
Pilibhit,Juvenile SLL,2023,0,0,0,
Pilibhit,Missing Persons,2019,0,0,0,
Pilibhit,Missing Persons,2020,0,0,0,
Pilibhit,Missing Persons,2021,127,0,127,inf
Pilibhit,Missing Persons,2022,197,127,70,55.1
Pilibhit,Missing Persons,2023,280,197,83,42.1
Pilibhit,SLL Crimes,2018,2973,3836,-863,-22.5
Pilibhit,SLL Crimes,2019,2431,2973,-542,-18.2
Pilibhit,SLL Crimes,2020,3274,2431,843,34.7
Pilibhit,SLL Crimes,2021,2801,3274,-473,-14.4
Pilibhit,SLL Crimes,2022,4731,2801,1930,68.9
Pilibhit,SLL Crimes,2023,4313,4731,-418,-8.8
Pratapgarh,Crimes Against Children,2018,129,288,-159,-55.2
Pratapgarh,Crimes Against Children,2019,75,129,-54,-41.9
Pratapgarh,Crimes Against Children,2020,590,75,515,686.7
Pratapgarh,Crimes Against Children,2021,580,590,-10,-1.7
Pratapgarh,Crimes Against Children,2022,351,580,-229,-39.5
Pratapgarh,Crimes Against Children,2023,241,351,-110,-31.3
Pratapgarh,Crimes Against SCs,2018,469,315,154,48.9
Pratapgarh,Crimes Against SCs,2019,295,469,-174,-37.1
Pratapgarh,Crimes Against SCs,2020,540,295,245,83.1
Pratapgarh,Crimes Against SCs,2021,408,540,-132,-24.4
Pratapgarh,Crimes Against SCs,2022,459,408,51,12.5
Pratapgarh,Crimes Against SCs,2023,398,459,-61,-13.3
Pratapgarh,Crimes Against STs,2016,0,0,0,
Pratapgarh,Crimes Against STs,2018,0,0,0,
Pratapgarh,Crimes Against STs,2019,0,0,0,
Pratapgarh,Crimes Against STs,2020,0,0,0,
Pratapgarh,Crimes Against STs,2021,0,0,0,
Pratapgarh,Crimes Against STs,2022,0,0,0,
Pratapgarh,Crimes Against STs,2023,0,0,0,
Pratapgarh,Crimes Against Women,2018,749,782,-33,-4.2
Pratapgarh,Crimes Against Women,2019,684,749,-65,-8.7
Pratapgarh,Crimes Against Women,2020,1017,684,333,48.7
Pratapgarh,Crimes Against Women,2021,912,1017,-105,-10.3
Pratapgarh,Crimes Against Women,2022,1147,912,235,25.8
Pratapgarh,Crimes Against Women,2023,956,1147,-191,-16.7
Pratapgarh,Cyber Crimes,2019,42,34,8,23.5
Pratapgarh,Cyber Crimes,2020,268,42,226,538.1
Pratapgarh,Cyber Crimes,2021,81,268,-187,-69.8
Pratapgarh,Cyber Crimes,2022,82,81,1,1.2
Pratapgarh,Cyber Crimes,2023,73,82,-9,-11.0
Pratapgarh,IPC Crimes,2018,5687,4240,1447,34.1
Pratapgarh,IPC Crimes,2019,4541,5687,-1146,-20.2
Pratapgarh,IPC Crimes,2020,8236,4541,3695,81.4
Pratapgarh,IPC Crimes,2021,7583,8236,-653,-7.9
Pratapgarh,IPC Crimes,2022,8773,7583,1190,15.7
Pratapgarh,IPC Crimes,2023,7894,8773,-879,-10.0
Pratapgarh,Juvenile IPC,2019,0,0,0,
Pratapgarh,Juvenile IPC,2020,0,0,0,
Pratapgarh,Juvenile IPC,2021,0,0,0,
Pratapgarh,Juvenile IPC,2022,0,0,0,
Pratapgarh,Juvenile IPC,2023,0,0,0,
Pratapgarh,Juvenile SLL,2019,0,0,0,
Pratapgarh,Juvenile SLL,2020,0,0,0,
Pratapgarh,Juvenile SLL,2021,0,0,0,
Pratapgarh,Juvenile SLL,2022,0,0,0,
Pratapgarh,Juvenile SLL,2023,0,0,0,
Pratapgarh,Missing Persons,2019,0,0,0,
Pratapgarh,Missing Persons,2020,0,0,0,
Pratapgarh,Missing Persons,2021,57,0,57,inf
Pratapgarh,Missing Persons,2022,0,57,-57,-100.0
Pratapgarh,Missing Persons,2023,0,0,0,
Pratapgarh,SLL Crimes,2018,2471,1656,815,49.2
Pratapgarh,SLL Crimes,2019,2547,2471,76,3.1
Pratapgarh,SLL Crimes,2020,2336,2547,-211,-8.3
Pratapgarh,SLL Crimes,2021,1216,2336,-1120,-47.9
Pratapgarh,SLL Crimes,2022,4105,1216,2889,237.6
Pratapgarh,SLL Crimes,2023,3011,4105,-1094,-26.7
Prayagraj,Assault,2015,865,800,65,8.1
Prayagraj,Assault,2016,952,865,87,10.1
Prayagraj,Assault,2017,745,952,-207,-21.7
Prayagraj,Assault,2018,606,745,-139,-18.7
Prayagraj,Assault,2019,735,606,129,21.3
Prayagraj,Assault,2020,691,735,-44,-6.0
Prayagraj,Assault,2021,689,691,-2,-0.3
Prayagraj,Assault,2022,305,689,-384,-55.7
Prayagraj,Assault,2023,628,305,323,105.9
Prayagraj,Burglary,2015,658,750,-92,-12.3
Prayagraj,Burglary,2016,453,658,-205,-31.2
Prayagraj,Burglary,2017,237,453,-216,-47.7
Prayagraj,Burglary,2018,811,237,574,242.2
Prayagraj,Burglary,2019,82,811,-729,-89.9
Prayagraj,Burglary,2020,259,82,177,215.9
Prayagraj,Burglary,2021,516,259,257,99.2
Prayagraj,Burglary,2022,127,516,-389,-75.4
Prayagraj,Burglary,2023,688,127,561,441.7
Prayagraj,Crimes Against Children,2019,395,184,211,114.7
Prayagraj,Crimes Against Children,2020,357,395,-38,-9.6
Prayagraj,Crimes Against Children,2021,272,357,-85,-23.8
Prayagraj,Crimes Against Children,2022,346,272,74,27.2
Prayagraj,Crimes Against Children,2023,290,346,-56,-16.2
Prayagraj,Crimes Against SCs,2019,487,547,-60,-11.0
Prayagraj,Crimes Against SCs,2020,562,487,75,15.4
Prayagraj,Crimes Against SCs,2021,393,562,-169,-30.1
Prayagraj,Crimes Against SCs,2022,567,393,174,44.3
Prayagraj,Crimes Against SCs,2023,383,567,-184,-32.5
Prayagraj,Crimes Against STs,2019,0,0,0,
Prayagraj,Crimes Against STs,2020,0,0,0,
Prayagraj,Crimes Against STs,2021,0,0,0,
Prayagraj,Crimes Against STs,2022,0,0,0,
Prayagraj,Crimes Against STs,2023,0,0,0,
Prayagraj,Crimes Against Women,2019,2149,1950,199,10.2
Prayagraj,Crimes Against Women,2020,1747,2149,-402,-18.7
Prayagraj,Crimes Against Women,2021,1591,1747,-156,-8.9
Prayagraj,Crimes Against Women,2022,1926,1591,335,21.1
Prayagraj,Crimes Against Women,2023,1598,1926,-328,-17.0
Prayagraj,Cyber Crimes,2019,628,386,242,62.7
Prayagraj,Cyber Crimes,2020,1102,628,474,75.5
Prayagraj,Cyber Crimes,2021,1073,1102,-29,-2.6
Prayagraj,Cyber Crimes,2022,891,1073,-182,-17.0
Prayagraj,Cyber Crimes,2023,399,891,-492,-55.2
Prayagraj,Cybercrime,2015,236,275,-39,-14.2
Prayagraj,Cybercrime,2016,1059,236,823,348.7
Prayagraj,Cybercrime,2017,1023,1059,-36,-3.4
Prayagraj,Cybercrime,2018,759,1023,-264,-25.8
Prayagraj,Cybercrime,2019,1154,759,395,52.0
Prayagraj,Cybercrime,2020,1064,1154,-90,-7.8
Prayagraj,Cybercrime,2021,1087,1064,23,2.2
Prayagraj,Cybercrime,2022,263,1087,-824,-75.8
Prayagraj,Cybercrime,2023,903,263,640,243.3
Prayagraj,Dowry Deaths,2015,487,381,106,27.8
Prayagraj,Dowry Deaths,2016,439,487,-48,-9.9
Prayagraj,Dowry Deaths,2017,414,439,-25,-5.7
Prayagraj,Dowry Deaths,2018,417,414,3,0.7
Prayagraj,Dowry Deaths,2019,1108,417,691,165.7
Prayagraj,Dowry Deaths,2020,298,1108,-810,-73.1
Prayagraj,Dowry Deaths,2021,989,298,691,231.9
Prayagraj,Dowry Deaths,2022,1124,989,135,13.7
Prayagraj,Dowry Deaths,2023,169,1124,-955,-85.0
Prayagraj,Fraud,2015,1095,446,649,145.5
Prayagraj,Fraud,2016,1018,1095,-77,-7.0
Prayagraj,Fraud,2017,520,1018,-498,-48.9
Prayagraj,Fraud,2018,378,520,-142,-27.3
Prayagraj,Fraud,2019,470,378,92,24.3
Prayagraj,Fraud,2020,540,470,70,14.9
Prayagraj,Fraud,2021,940,540,400,74.1
Prayagraj,Fraud,2022,546,940,-394,-41.9
Prayagraj,Fraud,2023,262,546,-284,-52.0
Prayagraj,IPC Crimes,2019,16218,16295,-77,-0.5
Prayagraj,IPC Crimes,2020,17017,16218,799,4.9
Prayagraj,IPC Crimes,2021,12113,17017,-4904,-28.8
Prayagraj,IPC Crimes,2022,13699,12113,1586,13.1
Prayagraj,IPC Crimes,2023,11699,13699,-2000,-14.6
Prayagraj,Juvenile IPC,2019,48,67,-19,-28.4
Prayagraj,Juvenile IPC,2020,28,48,-20,-41.7
Prayagraj,Juvenile IPC,2021,49,28,21,75.0
Prayagraj,Juvenile IPC,2022,93,49,44,89.8
Prayagraj,Juvenile IPC,2023,68,93,-25,-26.9
Prayagraj,Juvenile SLL,2019,0,0,0,
Prayagraj,Juvenile SLL,2020,0,0,0,
Prayagraj,Juvenile SLL,2021,15,0,15,inf
Prayagraj,Juvenile SLL,2022,11,15,-4,-26.7
Prayagraj,Juvenile SLL,2023,12,11,1,9.1
Prayagraj,Kidnapping,2015,1063,938,125,13.3
Prayagraj,Kidnapping,2016,551,1063,-512,-48.2
Prayagraj,Kidnapping,2017,456,551,-95,-17.2
Prayagraj,Kidnapping,2018,919,456,463,101.5
Prayagraj,Kidnapping,2019,1182,919,263,28.6
Prayagraj,Kidnapping,2020,34,1182,-1148,-97.1
Prayagraj,Kidnapping,2021,1009,34,975,2867.6
Prayagraj,Kidnapping,2022,600,1009,-409,-40.5
Prayagraj,Kidnapping,2023,527,600,-73,-12.2
Prayagraj,Missing Persons,2019,0,0,0,
Prayagraj,Missing Persons,2020,0,0,0,
Prayagraj,Missing Persons,2021,360,0,360,inf
Prayagraj,Missing Persons,2022,405,360,45,12.5
Prayagraj,Missing Persons,2023,430,405,25,6.2
Prayagraj,Murder,2015,1115,456,659,144.5
Prayagraj,Murder,2016,620,1115,-495,-44.4
Prayagraj,Murder,2017,371,620,-249,-40.2
Prayagraj,Murder,2018,1141,371,770,207.5
Prayagraj,Murder,2019,648,1141,-493,-43.2
Prayagraj,Murder,2020,826,648,178,27.5
Prayagraj,Murder,2021,1143,826,317,38.4
Prayagraj,Murder,2022,314,1143,-829,-72.5
Prayagraj,Murder,2023,217,314,-97,-30.9
Prayagraj,Rape,2015,991,256,735,287.1
Prayagraj,Rape,2016,1061,991,70,7.1
Prayagraj,Rape,2017,258,1061,-803,-75.7
Prayagraj,Rape,2018,179,258,-79,-30.6
Prayagraj,Rape,2019,916,179,737,411.7
Prayagraj,Rape,2020,586,916,-330,-36.0
Prayagraj,Rape,2021,233,586,-353,-60.2
Prayagraj,Rape,2022,938,233,705,302.6
Prayagraj,Rape,2023,991,938,53,5.7
Prayagraj,Robbery,2015,436,352,84,23.9
Prayagraj,Robbery,2016,740,436,304,69.7
Prayagraj,Robbery,2017,370,740,-370,-50.0
Prayagraj,Robbery,2018,79,370,-291,-78.6
Prayagraj,Robbery,2019,550,79,471,596.2
Prayagraj,Robbery,2020,334,550,-216,-39.3
Prayagraj,Robbery,2021,1170,334,836,250.3
Prayagraj,Robbery,2022,756,1170,-414,-35.4
Prayagraj,Robbery,2023,380,756,-376,-49.7
Prayagraj,SLL Crimes,2019,6199,3979,2220,55.8
Prayagraj,SLL Crimes,2020,7949,6199,1750,28.2
Prayagraj,SLL Crimes,2021,6681,7949,-1268,-16.0
Prayagraj,SLL Crimes,2022,13519,6681,6838,102.3
Prayagraj,SLL Crimes,2023,10669,13519,-2850,-21.1
Prayagraj,Theft,2015,614,106,508,479.2
Prayagraj,Theft,2016,527,614,-87,-14.2
Prayagraj,Theft,2017,358,527,-169,-32.1
Prayagraj,Theft,2018,108,358,-250,-69.8
Prayagraj,Theft,2019,557,108,449,415.7
Prayagraj,Theft,2020,876,557,319,57.3
Prayagraj,Theft,2021,45,876,-831,-94.9
Prayagraj,Theft,2022,356,45,311,691.1
Prayagraj,Theft,2023,49,356,-307,-86.2
Raebareli,Assault,2015,403,161,242,150.3
Raebareli,Assault,2016,191,403,-212,-52.6
Raebareli,Assault,2017,1179,191,988,517.3
Raebareli,Assault,2018,178,1179,-1001,-84.9
Raebareli,Assault,2019,359,178,181,101.7
Raebareli,Assault,2020,471,359,112,31.2
Raebareli,Assault,2021,1122,471,651,138.2
Raebareli,Assault,2022,487,1122,-635,-56.6
Raebareli,Assault,2023,430,487,-57,-11.7
Raebareli,Burglary,2015,1186,618,568,91.9
Raebareli,Burglary,2016,758,1186,-428,-36.1
Raebareli,Burglary,2017,673,758,-85,-11.2
Raebareli,Burglary,2018,474,673,-199,-29.6
Raebareli,Burglary,2019,214,474,-260,-54.9
Raebareli,Burglary,2020,1117,214,903,422.0
Raebareli,Burglary,2021,874,1117,-243,-21.8
Raebareli,Burglary,2022,793,874,-81,-9.3
Raebareli,Burglary,2023,1087,793,294,37.1
Raebareli,Cybercrime,2015,1030,606,424,70.0
Raebareli,Cybercrime,2016,118,1030,-912,-88.5
Raebareli,Cybercrime,2017,1019,118,901,763.6
Raebareli,Cybercrime,2018,509,1019,-510,-50.0
Raebareli,Cybercrime,2019,865,509,356,69.9
Raebareli,Cybercrime,2020,964,865,99,11.4
Raebareli,Cybercrime,2021,289,964,-675,-70.0
Raebareli,Cybercrime,2022,753,289,464,160.6
Raebareli,Cybercrime,2023,1072,753,319,42.4
Raebareli,Dowry Deaths,2015,393,657,-264,-40.2
Raebareli,Dowry Deaths,2016,889,393,496,126.2
Raebareli,Dowry Deaths,2017,164,889,-725,-81.6
Raebareli,Dowry Deaths,2018,1180,164,1016,619.5
Raebareli,Dowry Deaths,2019,500,1180,-680,-57.6
Raebareli,Dowry Deaths,2020,839,500,339,67.8
Raebareli,Dowry Deaths,2021,1196,839,357,42.6
Raebareli,Dowry Deaths,2022,834,1196,-362,-30.3
Raebareli,Dowry Deaths,2023,307,834,-527,-63.2
Raebareli,Fraud,2015,152,290,-138,-47.6
Raebareli,Fraud,2016,1065,152,913,600.7
Raebareli,Fraud,2017,1175,1065,110,10.3
Raebareli,Fraud,2018,909,1175,-266,-22.6
Raebareli,Fraud,2019,253,909,-656,-72.2
Raebareli,Fraud,2020,182,253,-71,-28.1
Raebareli,Fraud,2021,608,182,426,234.1
Raebareli,Fraud,2022,1066,608,458,75.3
Raebareli,Fraud,2023,533,1066,-533,-50.0
Raebareli,Kidnapping,2015,765,969,-204,-21.1
Raebareli,Kidnapping,2016,904,765,139,18.2
Raebareli,Kidnapping,2017,397,904,-507,-56.1
Raebareli,Kidnapping,2018,468,397,71,17.9
Raebareli,Kidnapping,2019,517,468,49,10.5
Raebareli,Kidnapping,2020,251,517,-266,-51.5
Raebareli,Kidnapping,2021,428,251,177,70.5
Raebareli,Kidnapping,2022,674,428,246,57.5
Raebareli,Kidnapping,2023,1039,674,365,54.2
Raebareli,Murder,2015,236,537,-301,-56.1
Raebareli,Murder,2016,587,236,351,148.7
Raebareli,Murder,2017,778,587,191,32.5
Raebareli,Murder,2018,700,778,-78,-10.0
Raebareli,Murder,2019,957,700,257,36.7
Raebareli,Murder,2020,782,957,-175,-18.3
Raebareli,Murder,2021,538,782,-244,-31.2
Raebareli,Murder,2022,979,538,441,82.0
Raebareli,Murder,2023,93,979,-886,-90.5
Raebareli,Rape,2015,564,841,-277,-32.9
Raebareli,Rape,2016,479,564,-85,-15.1
Raebareli,Rape,2017,104,479,-375,-78.3
Raebareli,Rape,2018,310,104,206,198.1
Raebareli,Rape,2019,864,310,554,178.7
Raebareli,Rape,2020,1162,864,298,34.5
Raebareli,Rape,2021,750,1162,-412,-35.5
Raebareli,Rape,2022,133,750,-617,-82.3
Raebareli,Rape,2023,210,133,77,57.9
